a1_0,a1_1,a1_2,a1_3,a2_0,a2_1,a3_0,a3_1,a3_2,a3_3,a3_4,a3_5,b1_0,b1_1,b1_2,b1_3,b2_0,b2_1,b2_2,b2_3,b2_4,b3_0,b3_1,b3_2,b3_3,b4_0,b4_1,b4_2,b4_3,c1_0,c1_1,c1_2,c1_3,c1_4,c1_5,c1_6,c1_7,c1_8,c1_9,c1_10,c1_11,c2_0,c2_1,c2_2,c2_3,c2_4,c2_5,c3_0,c3_1,c3_2,c4_0,c4_1,risk_index,risk_label
3,3,3,2,3,3,3,3,3,2,2,3,2,3,3,2,3,2,3,3,3,3,2,3,2,3,2,3,3,2,3,3,2,2,3,3,2,3,3,3,3,2,3,3,3,2,3,3,3,3,2,3,7.2626857888888905,HIGH
2,2,3,2,3,3,2,2,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,2,3,3,2,2,3,2,2,3,2,3,2,3,2,3,3,3,2,3,7.042188221388889,HIGH
3,3,3,2,3,3,2,2,2,3,3,3,3,2,2,2,3,2,3,2,3,3,3,2,2,2,3,3,3,3,3,3,2,2,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,6.928271680555556,HIGH
3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,3,2,3,2,3,3,2,2,3,2,3,3,2,3,3,3,6.862495820023148,HIGH
3,3,2,3,3,3,3,3,2,2,3,3,3,2,3,3,2,2,3,2,2,2,3,2,3,2,2,3,3,3,2,3,2,3,3,3,3,2,2,2,2,3,3,3,3,2,3,3,3,3,3,3,6.9393273995061735,HIGH
3,2,3,2,3,3,2,3,3,3,2,3,3,3,2,3,2,2,2,3,2,2,2,2,3,3,3,2,3,3,2,2,3,3,2,3,3,2,3,2,3,3,3,2,2,3,3,2,3,3,3,3,6.904838562916668,HIGH
3,2,3,3,3,3,3,2,3,2,3,3,3,2,2,3,3,3,3,3,2,3,2,3,2,3,3,3,2,3,2,2,2,3,2,3,3,3,3,2,2,3,2,3,2,2,3,3,3,3,3,2,7.193817076543212,HIGH
3,2,3,2,3,3,2,2,2,3,3,3,2,3,2,3,3,2,3,3,3,2,2,2,3,3,3,2,3,2,2,2,3,3,2,3,3,3,2,3,2,3,3,3,2,3,2,2,3,3,3,2,6.809055554629629,HIGH
3,2,3,3,3,3,3,3,2,2,2,2,2,2,3,2,2,3,3,2,3,2,3,2,3,2,3,3,3,2,3,2,3,2,3,3,3,3,3,3,2,3,3,3,2,3,2,3,2,3,3,3,6.811882007021604,HIGH
3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,3,3,3,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,3,3,3,3,2,3,3,2,2,2,3,3,7.112220294320987,HIGH
3,3,3,3,3,2,2,2,3,2,2,2,3,2,3,3,3,2,2,3,3,3,3,2,3,2,2,2,3,3,2,2,3,3,3,2,2,3,3,2,3,2,3,3,2,3,3,2,3,2,3,3,6.937505104444446,HIGH
3,2,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2,2,3,2,3,2,3,3,2,3,3,3,2,3,2,3,3,2,2,3,2,3,3,2,3,2,3,3,3,3,7.064229559722222,HIGH
2,3,3,3,3,3,3,3,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,2,3,3,2,3,2,3,2,3,3,3,2,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,3,6.946614484027778,HIGH
3,3,3,2,3,2,3,2,3,3,2,3,2,3,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,2,2,3,2,3,3,2,3,2,6.955940454166666,HIGH
3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,3,2,3,2,3,3,2,3,2,3,2,3,2,2,2,2,3,2,3,3,2,2,3,2,2,2,2,3,2,3,3,7.161593303703706,HIGH
3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3,3,2,2,2,3,2,2,3,2,2,3,2,3,2,3,3,3,2,6.952897198533949,HIGH
3,3,3,3,3,2,3,3,2,2,2,2,3,2,2,2,3,2,2,3,3,3,2,2,3,3,3,3,3,2,3,3,2,3,3,3,3,2,3,3,2,3,2,3,3,2,3,2,3,3,3,3,7.071007192785494,HIGH
2,2,2,2,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,2,6.947525358564816,HIGH
2,2,3,2,3,3,2,2,3,3,3,3,2,2,3,3,3,3,2,2,2,3,2,3,2,3,3,3,3,3,2,3,3,2,2,3,2,3,2,2,2,2,3,3,3,3,2,3,3,2,3,3,7.137580994444443,HIGH
3,2,3,3,3,3,2,3,3,3,3,2,3,2,2,3,3,2,3,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,2,3,2,3,2,3,3,2,3,3,2,3,2,3,2,3,7.089133187500001,HIGH
3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,2,3,3,3,2,3,2,2,2,2,3,3,2,3,3,3,3,3,3,3,6.943338399722222,HIGH
2,2,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,2,3,3,2,3,2,2,3,3,2,2,3,2,2,2,3,3,2,3,2,3,3,2,3,3,3,3,3,3,7.116968754660492,HIGH
3,3,3,2,3,3,3,2,3,3,2,3,3,3,2,2,3,3,3,2,3,3,2,2,3,3,2,3,3,3,2,3,2,3,2,2,2,3,2,3,3,2,3,3,2,2,3,2,3,3,3,2,6.989094956666669,HIGH
3,3,3,3,3,2,3,3,2,2,3,3,3,3,2,3,3,2,3,3,2,3,3,2,3,2,3,3,3,3,3,2,3,3,3,2,3,3,2,2,2,3,2,3,2,3,3,2,2,2,3,2,6.816348931481484,HIGH
3,3,2,3,3,3,2,3,3,3,3,2,2,2,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,3,3,3,3,2,3,2,2,2,3,2,3,2,3,3,2,3,3,3,3,3,3,2,6.954339624305556,HIGH
3,3,3,3,3,3,2,2,3,3,2,3,2,2,2,3,2,3,3,2,3,3,3,3,2,3,3,3,2,2,3,3,2,2,3,3,2,3,3,2,2,3,2,2,2,3,2,3,3,3,3,3,7.2385641286111095,HIGH
3,2,2,3,3,3,2,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,2,2,2,2,3,3,3,3,3,2,2,2,3,2,2,3,3,3,7.059379221481484,HIGH
3,3,3,2,3,3,2,3,3,3,3,3,2,3,2,2,3,2,3,3,3,2,2,2,3,3,3,3,3,3,2,2,3,3,2,3,2,2,3,2,3,3,2,2,3,2,3,3,3,3,3,3,7.493993947530866,HIGH
3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,3,2,3,3,2,3,2,2,3,2,2,2,3,2,3,3,2,2,2,3,2,3,3,3,3,3,3,2,3,3,7.141771274074076,HIGH
3,2,3,2,3,2,3,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,2,2,3,3,3,3,3,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,2,3,3,2,3,3,6.801372019722223,HIGH
3,2,3,3,3,2,2,3,2,3,3,2,3,2,3,2,3,2,2,3,3,2,3,3,3,2,3,2,3,3,3,3,2,2,2,2,3,3,2,2,2,3,3,2,2,3,3,3,3,2,3,2,6.854038636666666,HIGH
2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,2,3,2,3,2,3,2,2,3,3,3,2,3,3,3,2,3,3,3,2,2,3,2,3,3,3,3,2,2,6.873639119320987,HIGH
2,2,3,2,3,3,2,2,3,2,3,2,3,3,3,3,3,2,2,2,3,3,3,2,3,2,3,3,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,3,2,2,3,2,3,3,3,3,6.867273707291667,HIGH
2,3,3,2,3,2,2,3,2,3,3,2,2,3,3,3,2,3,2,3,3,3,2,3,2,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3,2,2,3,3,3,3,3,3,7.113242702222222,HIGH
2,3,3,3,3,3,3,2,3,3,3,2,2,3,3,2,3,3,2,2,2,3,2,3,3,3,3,2,2,2,3,2,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,2,2,3,3,2,6.914322483410494,HIGH
2,3,2,2,3,2,2,2,2,3,2,3,3,3,3,3,3,3,2,2,2,3,3,3,3,2,3,3,2,3,2,2,3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7.0475480838888895,HIGH
3,2,3,2,3,2,3,2,3,3,2,2,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,3,3,2,2,2,2,2,3,2,3,2,3,2,3,3,3,2,3,3,7.113912120000001,HIGH
3,3,3,3,3,3,3,2,3,3,2,3,2,2,2,3,3,2,3,3,2,3,3,2,2,2,3,2,2,3,3,3,2,2,3,2,3,3,2,3,2,2,3,2,2,3,3,3,3,3,3,3,7.327218777291668,HIGH
3,3,3,3,3,2,3,3,2,3,2,3,2,2,3,2,3,3,2,3,2,3,2,2,2,2,2,3,3,3,2,3,3,2,3,3,3,2,3,2,2,3,3,3,3,3,2,3,3,2,3,3,6.947702478750001,HIGH
2,2,3,2,3,3,3,3,2,3,2,3,3,3,3,3,2,3,2,2,3,3,3,2,3,2,3,3,2,2,3,2,2,3,2,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,7.254649779583332,HIGH
3,3,3,3,2,3,3,2,3,3,2,2,3,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,2,3,2,3,3,3,3,2,2,2,2,3,3,2,2,3,3,6.960659562175926,HIGH
3,3,3,3,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,3,3,2,2,3,3,3,2,2,2,2,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,6.879349134814817,HIGH
3,3,3,2,2,2,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,2,3,3,2,3,3,2,3,3,2,2,3,3,3,2,3,3,2,2,3,3,3,6.798322439999999,HIGH
2,3,2,2,3,2,3,3,2,2,3,3,3,2,3,3,3,3,3,2,3,2,3,2,3,3,3,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,6.839471550000001,HIGH
2,3,3,3,3,2,2,3,2,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,7.368363491319444,HIGH
3,3,3,2,3,3,3,2,3,2,3,2,2,3,3,3,2,3,2,3,3,2,3,2,2,3,2,2,3,3,3,2,3,2,2,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,7.242162356481482,HIGH
3,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,2,3,2,3,3,3,3,2,2,2,3,3,2,3,2,3,3,2,3,2,2,3,3,2,3,3,2,3,3,3,6.9271340000000015,HIGH
2,3,3,3,3,3,2,3,3,2,2,2,3,2,3,3,2,2,2,2,3,3,2,3,2,3,2,3,3,2,2,2,2,2,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,2,6.86269210169753,HIGH
2,3,3,2,3,2,2,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,3,3,2,3,2,3,2,2,2,2,3,3,3,3,2,3,3,3,7.065006253179014,HIGH
3,2,3,2,3,3,3,2,3,3,2,3,3,2,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,3,2,3,3,3,3,2,2,3,3,3,2,2,2,3,2,3,6.802855040200618,HIGH
2,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,3,3,2,2,3,2,3,2,3,3,2,3,3,2,3,3,2,3,3,3,2,2,3,2,3,3,6.821109600416665,HIGH
2,2,3,3,2,2,3,3,2,3,3,2,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,2,3,2,2,3,2,2,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,7.000862605740742,HIGH
2,2,2,2,3,3,2,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,2,2,3,2,3,3,2,2,3,3,3,2,3,3,3,3,3,2,3,2,6.934448386203704,HIGH
2,3,2,3,3,3,2,2,2,2,3,3,3,2,2,3,3,2,3,3,3,2,3,3,3,2,3,3,3,2,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,2,6.857661067592592,HIGH
2,3,3,2,3,3,3,2,3,2,3,2,2,3,3,3,2,3,2,3,3,3,3,2,3,3,2,2,3,3,2,3,2,2,2,3,3,2,3,2,3,2,3,2,3,2,3,3,3,2,3,3,7.010732654290123,HIGH
2,3,3,3,3,3,2,3,3,3,3,2,2,2,3,3,3,3,3,3,3,2,2,3,2,2,3,2,2,2,3,3,3,3,2,3,3,2,3,3,2,3,2,3,3,3,3,2,3,2,3,2,6.976015269097222,HIGH
3,3,2,2,3,2,3,3,3,3,2,2,2,2,3,3,3,3,2,3,3,2,2,3,3,3,2,2,3,2,3,2,3,3,2,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,6.904335155555556,HIGH
3,2,2,3,3,2,3,2,3,2,3,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,2,2,2,3,3,3,3,3,2,2,2,3,2,3,3,3,3,6.964793122685187,HIGH
3,2,3,3,3,2,2,2,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,2,2,3,2,3,2,2,2,3,3,3,3,2,3,2,3,2,3,3,2,3,2,3,3,2,6.8937829765432115,HIGH
3,3,3,2,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,2,2,3,2,2,2,2,3,2,3,3,2,3,3,3,2,3,2,2,2,2,3,3,3,3,3,2,3,6.968457129629631,HIGH
2,3,3,3,3,3,2,3,2,2,2,3,3,3,2,2,3,3,2,3,2,3,3,3,2,3,2,2,3,2,3,2,2,2,2,2,3,3,2,2,3,2,2,3,2,3,2,3,3,3,3,3,6.8098528946759265,HIGH
2,3,3,3,3,3,3,2,3,3,2,2,3,2,3,3,2,3,2,3,3,3,2,3,3,2,3,2,2,3,3,3,3,3,2,3,2,3,3,3,2,2,2,3,2,3,2,2,3,3,3,3,7.137915893333336,HIGH
2,2,3,3,3,3,3,2,3,3,2,2,3,2,3,2,3,3,3,3,2,2,3,2,2,3,3,3,2,3,3,3,3,3,2,3,2,3,3,2,2,3,3,2,3,3,3,3,3,2,3,2,6.85565855800926,HIGH
3,3,3,3,3,3,2,3,2,3,3,3,3,2,3,3,2,3,2,2,2,3,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,3,3,3,3,3,2,2,3,2,2,3,2,3,3,2,6.942425143703702,HIGH
3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,2,2,3,2,3,3,3,2,3,2,3,3,2,2,3,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,2,3,7.2048577837500005,HIGH
3,3,3,3,2,2,3,3,3,3,2,3,2,2,3,3,3,3,3,2,2,3,2,2,3,3,2,3,2,3,2,3,3,2,3,3,3,3,2,3,3,3,2,2,3,3,2,3,3,3,3,3,6.927703869907407,HIGH
2,2,3,3,2,3,3,2,2,3,3,2,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,2,2,3,3,6.916864249074074,HIGH
3,2,2,3,3,3,3,3,2,3,3,3,2,2,3,3,2,2,2,3,3,3,3,3,3,3,2,2,2,3,3,3,2,3,2,2,3,3,2,3,2,3,3,3,3,2,3,3,3,2,2,3,6.89175215308642,HIGH
2,3,2,3,3,3,3,2,3,3,2,3,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,2,3,3,3,2,3,2,2,2,2,3,2,3,3,2,3,3,6.8961040814120365,HIGH
2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,3,2,3,2,3,2,2,3,2,3,3,3,7.312541461851852,HIGH
2,2,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,3,2,2,3,3,2,3,2,3,3,3,3,3,3,2,3,2,2,3,2,3,3,3,3,3,2,2,3,3,2,3,3,3,3,2,7.254506107638891,HIGH
3,3,3,3,3,2,2,2,2,3,3,3,2,3,3,3,3,2,3,3,2,3,2,3,2,3,3,2,2,3,2,3,2,2,2,3,2,3,3,3,2,3,2,3,3,3,2,2,3,3,3,2,6.961333070185186,HIGH
3,3,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,3,3,2,3,3,2,3,2,3,3,3,3,3,2,3,3,3,2,2,2,3,2,2,3,3,3,2,3,2,3,3,6.867399193819445,HIGH
3,3,2,3,3,2,2,2,3,2,2,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,2,2,2,2,3,3,2,2,3,3,2,3,3,3,3,6.9372139643364195,HIGH
3,3,3,3,3,3,2,3,2,2,2,3,3,2,2,3,2,3,2,3,3,3,3,2,2,3,2,2,2,3,2,2,2,2,3,2,2,3,2,3,2,3,3,3,2,2,2,3,3,3,3,3,6.869157018441357,HIGH
2,3,3,3,3,3,3,2,3,2,2,2,2,2,3,3,2,2,3,3,3,3,2,3,3,3,3,2,3,2,3,3,2,2,3,3,2,3,2,3,2,2,2,3,3,2,2,3,3,3,3,3,7.2160754263888895,HIGH
3,3,2,2,3,3,3,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,2,3,3,2,3,3,3,3,3,2,3,2,3,3,3,3,2,3,3,2,3,2,2,3,2,3,2,2,3,3,7.407373517808642,HIGH
3,2,3,2,2,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,6.843712132499999,HIGH
3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3,2,2,2,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,2,3,2,2,3,2,3,2,3,2,3,3,3,7.315169780246914,HIGH
2,2,3,3,3,3,3,3,2,3,2,2,2,3,2,3,3,2,3,2,3,2,2,3,2,3,3,3,3,3,3,2,3,3,2,2,2,3,3,3,2,2,2,3,2,3,2,3,3,2,3,3,6.922208786481483,HIGH
2,3,2,3,3,3,3,3,3,2,3,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,3,3,3,3,7.279002935185187,HIGH
3,2,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,2,2,2,2,2,2,3,2,3,3,2,3,3,3,2,3,3,2,2,3,3,6.836980095208334,HIGH
3,3,3,2,3,3,2,2,2,2,3,2,2,3,3,3,3,3,2,3,2,3,3,2,3,3,3,3,2,2,2,3,2,3,2,2,3,3,2,3,2,3,2,3,3,3,3,2,3,3,2,3,6.926464309444445,HIGH
3,2,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,2,3,2,2,2,2,3,3,3,2,3,3,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,2,3,2,3,3,3,6.897096383333334,HIGH
3,3,2,3,3,3,2,3,2,3,2,3,2,3,2,3,3,3,3,2,3,2,3,3,3,3,3,2,2,2,2,2,3,2,3,2,3,2,3,2,2,3,2,2,3,3,3,3,2,2,3,3,6.883507351666667,HIGH
3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,3,2,3,2,3,3,3,3,2,3,2,2,3,3,3,2,3,3,3,2,2,2,3,2,3,3,2,3,3,3,7.593692664166667,HIGH
3,3,3,2,3,3,2,2,2,2,2,2,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,3,2,2,2,2,3,3,2,2,3,3,2,2,2,3,3,2,3,3,3,3,3,7.117549931851852,HIGH
3,2,3,3,3,2,2,2,3,2,3,2,3,3,3,3,2,2,2,3,3,3,2,3,3,2,2,2,3,2,3,2,3,3,3,2,2,3,3,2,3,2,3,3,2,3,3,2,3,3,3,3,6.815564780154321,HIGH
3,2,2,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3,2,3,2,3,2,2,3,2,3,2,3,3,3,3,2,3,3,3,2,3,3,3,2,2,7.1108036805555574,HIGH
3,2,3,3,3,3,2,2,3,3,2,2,3,2,3,2,3,2,2,3,2,3,3,2,2,2,2,3,3,2,3,2,3,3,3,3,2,2,3,2,3,3,3,3,2,3,2,3,3,3,3,3,7.073950502499999,HIGH
2,2,3,2,3,3,2,3,3,3,3,2,2,2,3,2,3,2,2,3,3,3,2,2,3,2,2,2,3,2,2,2,3,3,3,3,2,3,3,3,3,2,2,3,2,3,3,3,3,2,3,3,6.917009823333333,HIGH
3,2,3,2,3,3,2,3,3,3,3,2,2,2,3,3,2,3,3,2,3,3,3,2,2,3,2,3,3,3,2,3,3,2,2,2,3,2,2,2,3,3,2,3,3,2,3,2,3,3,3,3,7.13054642324074,HIGH
3,3,2,3,3,2,3,2,3,3,2,3,3,3,3,2,3,3,3,2,3,3,2,2,2,3,3,3,3,3,2,2,2,3,2,3,3,2,2,2,3,2,3,2,2,3,3,3,3,3,3,3,7.170651879382717,HIGH
3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,2,3,2,2,3,2,3,2,3,3,3,3,2,2,3,3,2,2,3,3,2,3,3,3,3,3,2,7.353481576697531,HIGH
2,2,3,3,3,2,3,2,3,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,2,2,3,2,3,2,2,3,3,2,2,3,2,2,3,3,2,2,2,3,2,2,3,3,3,3,3,3,7.00591364537037,HIGH
2,3,2,2,3,3,3,3,3,2,3,3,2,2,3,3,3,2,2,3,3,3,3,2,3,3,2,3,3,3,2,2,2,3,3,2,3,3,3,3,2,2,3,2,2,3,2,3,2,2,3,3,6.830244982654321,HIGH
2,3,2,2,3,3,3,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,3,3,3,2,2,2,2,3,3,3,2,2,3,3,3,3,3,2,6.931767560493826,HIGH
3,3,3,3,3,3,3,3,2,3,2,2,2,3,2,2,3,2,2,3,2,3,2,3,2,3,3,2,3,2,2,2,3,3,3,3,2,2,3,2,3,3,3,3,2,3,3,3,3,3,2,3,7.081769683665123,HIGH
3,3,2,2,3,3,3,2,2,3,2,2,3,2,2,3,3,3,2,2,3,3,2,3,3,2,3,3,3,3,2,2,3,3,2,3,2,3,2,2,2,3,2,3,3,3,3,3,2,3,3,3,6.925192242592594,HIGH
2,3,3,2,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,2,2,2,3,3,2,2,3,2,3,2,2,3,3,3,2,3,3,3,3,3,3,2,6.907633489398148,HIGH
3,2,2,3,3,3,3,3,2,3,3,3,2,3,3,2,3,3,2,2,2,3,2,2,3,3,3,2,3,3,2,3,3,3,3,2,3,2,3,2,2,3,3,3,2,2,3,3,3,2,3,3,7.400548180771605,HIGH
3,2,2,3,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,2,3,2,3,2,3,3,2,3,3,3,2,3,2,3,2,3,3,2,2,3,2,3,3,3,2,3,2,3,2,3,3,3,6.936576313333333,HIGH
3,3,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,2,3,2,2,2,2,3,3,3,3,3,3,2,2,3,2,2,3,3,3,3,2,7.03251191728395,HIGH
3,2,3,2,3,3,2,3,3,3,3,2,3,3,3,3,2,3,2,2,2,3,2,2,2,3,2,2,3,2,3,2,3,3,3,2,3,2,2,2,3,3,3,2,3,2,2,3,3,2,3,3,6.814660300054013,HIGH
3,3,3,3,3,3,3,2,3,2,3,3,2,3,3,2,3,3,2,2,3,3,2,2,2,3,3,2,3,3,2,2,3,2,2,3,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3,2,7.327442188888888,HIGH
2,2,3,3,3,2,3,2,3,3,3,3,3,3,2,3,3,3,2,2,3,2,3,2,2,2,3,3,3,2,2,2,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,7.124432137500001,HIGH
2,3,3,3,3,3,2,3,2,3,2,2,2,2,3,3,3,2,2,3,2,3,3,3,3,3,2,3,2,2,2,2,2,3,2,3,2,3,3,3,3,3,3,2,2,3,2,2,3,3,3,3,7.097695940740741,HIGH
3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,2,3,2,3,3,2,2,3,2,3,3,2,3,2,2,3,3,2,3,2,3,2,2,2,2,3,3,3,3,2,3,3,3,2,3,3,7.491845258518519,HIGH
3,3,3,2,3,3,3,2,2,3,2,2,3,3,2,2,3,2,2,3,3,3,3,2,3,3,3,2,3,2,3,3,2,2,2,2,2,3,2,3,2,2,2,2,3,3,2,3,3,2,3,3,7.01475728003858,HIGH
2,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,2,3,3,2,3,3,3,3,2,2,3,2,3,3,3,2,2,2,2,3,2,3,2,3,3,2,2,2,3,3,2,3,3,3,3,2,7.063923346543208,HIGH
3,2,3,2,3,2,2,2,3,3,2,2,3,3,3,3,3,2,2,2,3,3,3,3,2,3,3,2,3,2,2,3,3,3,2,3,2,3,3,2,3,3,3,3,2,2,2,3,3,3,3,3,7.308109366250001,HIGH
2,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,2,2,3,2,2,3,2,2,2,3,2,3,2,3,2,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,2,3,3,6.863027500246913,HIGH
3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,6.828811345370369,HIGH
3,2,3,3,3,3,3,2,2,3,2,3,2,3,3,3,3,3,3,2,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,2,2,2,2,2,3,3,3,3,2,2,3,3,3,3,3,3,7.409968818750001,HIGH
3,3,3,3,2,3,3,3,2,2,3,3,2,3,3,3,3,2,2,2,3,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,2,2,2,2,2,3,2,2,2,2,3,3,3,2,3,3,6.889999293333333,HIGH
3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,2,2,3,2,3,2,3,2,2,3,3,2,3,2,3,2,3,3,3,2,3,3,3,2,3,2,3,2,3,3,3,3,3,3,2,3,2,6.938424157500002,HIGH
2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3,3,2,3,3,2,3,2,3,3,3,2,3,3,3,2,2,6.969013822145063,HIGH
